age,gender,field,lfs,contract,js,educ,peduc,wage,hours,empstat_edt,couple,child,lit,num,ps
64,Female,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,1,2,-1.0351969,-1.034580588,NA
27,Female,Health and welfare,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,1,1,1,1.433689713,0.418078959,NA
26,Male,Agriculture and veterinary,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",873.4746307,45,1,0,NA,1.207312107,0.52335608,0.793431044
50,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,Neither parent has attained upper secondary,NA,60,1,0,2,-0.940448582,-0.521524608,-1.3601408
55,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,Neither parent has attained upper secondary,1620.192308,40,1,0,3,-0.161783099,0.101557493,NA
25,Female,General programmes,Employed,An indefinite contract,Extremely satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1040.462428,40,1,0,NA,0.756505072,-0.197785154,-0.26298219
52,Female,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,18,"At least one parent has attained secondary and post-secondary, non-tertiary",3365.384615,40,1,1,1,1.659499168,2.818192959,1.172735691
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Male,Agriculture and veterinary,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,1.002288342,0.71264416,1.080587029
37,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,NA,1076.923077,25,2,1,3,0.261692613,-0.247137785,-0.919282675
63,Female,General programmes,Employed,NA,Extremely satisfied,12,Neither parent has attained upper secondary,NA,66,1,1,2,-2.625108957,-2.052932024,NA
38,Female,General programmes,Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3023.010227,40,1,1,2,-0.100315928,0.047422156,0.686629713
20,Male,Agriculture and veterinary,Employed,An indefinite contract,Dissatisfied,9,"At least one parent has attained secondary and post-secondary, non-tertiary",1396.45398,40,1,0,NA,-0.05425011,0.416910172,0.504616737
40,Female,General programmes,Employed,An indefinite contract,Extremely satisfied,13,At least one parent has attained tertiary,743.956044,35,2,1,2,0.716716766,0.408082545,0.454148382
58,Male,"Engineering, manufacturing and construction",Employed,A fixed term contract,Satisfied,10,Neither parent has attained upper secondary,5275.467775,37,1,1,3,0.229458779,1.180327654,NA
41,Female,"Social sciences, business and law",Employed,NA,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,2,3,1,3,1.056707144,0.830165923,0.525467873
36,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2423.076923,50,1,1,2,1.91633594,2.414201021,1.80279839
63,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,982.6589595,20,2,1,1,-1.940613031,-1.868230224,-3.154619932
42,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1153.846154,75,1,1,1,-0.140921175,0.134479702,-0.58695215
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Female,Teacher training and education science,Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,3,0,NA,1.1003263,-0.030841086,0.357342541
44,Male,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,Neither parent has attained upper secondary,3846.153846,40,1,1,2,1.134117723,1.391899943,0.755474448
37,Male,"Social sciences, business and law",Employed,An indefinite contract,Dissatisfied,16,At least one parent has attained tertiary,1849.710983,50,1,1,NA,0.902065992,0.870780289,1.100643635
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Female,Services,Employed,A fixed term contract,Satisfied,13,"At least one parent has attained secondary and post-secondary, non-tertiary",1050,25,2,1,2,-0.444878668,-1.007907152,-1.61211133
54,Male,"Social sciences, business and law",Employed,A fixed term contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,838.2642998,78,1,1,3,-0.167332485,-0.136737838,NA
37,Male,Services,Employed,NA,Satisfied,14,At least one parent has attained tertiary,NA,54,1,NA,NA,0.978729188,0.379026473,NA
24,Female,Health and welfare,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,-1.546204329,-1.717989564,NA
29,Female,Health and welfare,Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1923.076923,40,1,1,2,0.902068496,0.832351267,0.361502051
64,Male,"Engineering, manufacturing and construction",Out of the labour force,NA,NA,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,-1.233140588,-0.570715129,NA
19,Female,General programmes,Employed,An indefinite contract,Extremely satisfied,12,At least one parent has attained tertiary,NA,30,2,0,NA,0.030223161,-0.670349061,-0.550690949
28,Male,"Science, mathematics and computing",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1078.034682,80,1,1,NA,0.74875623,1.268502474,0.684627712
28,Female,General programmes,Employed,A fixed term contract,Extremely satisfied,16,At least one parent has attained tertiary,NA,80,2,NA,NA,1.023435116,1.002720594,0.932316005
40,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,0,2,2.433370113,1.231727004,NA
36,Male,Services,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,422.841128,66,1,0,NA,0.556026042,0.352124691,0.024218334
49,Female,"Social sciences, business and law",Employed,NA,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,NA,2,2,0,NA,1.020805836,0.698467255,-0.038409065
20,Male,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,900,18,3,0,NA,0.97108674,2.143170595,3.31928134
62,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,2,-0.225217655,0.269800633,NA
46,Male,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1541.425819,60,1,1,2,-0.109042607,-0.535040259,-0.467851281
56,Male,Agriculture and veterinary,Employed,An indefinite contract,Extremely satisfied,12,At least one parent has attained tertiary,12019.23077,8,1,1,NA,-0.602929175,0.103701912,-0.418798894
53,Female,Services,Employed,No contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1083.333333,24,1,1,1,-0.5573259,-0.344131142,-0.700686753
46,Female,Services,Employed,An indefinite contract,Dissatisfied,14,Neither parent has attained upper secondary,1560.693642,40,1,1,3,0.767781496,1.161629319,NA
45,Female,Services,Out of the labour force,NA,NA,10,Neither parent has attained upper secondary,NA,0,3,1,2,-0.834463179,-1.09755981,NA
58,Female,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1153.846154,40,1,1,1,-0.287252933,-0.075123928,-0.898763835
27,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,860,20,2,0,3,-0.078290172,-0.303289533,0.383822739
46,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2724.358974,60,1,1,2,0.323538512,0.772415936,-0.055026684
38,Female,General programmes,Out of the labour force,NA,NA,13,At least one parent has attained tertiary,NA,0,3,1,2,1.076938987,0.544870675,NA
61,Male,Agriculture and veterinary,Employed,An indefinite contract,Extremely satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2136.752137,45,1,1,1,-0.101090141,0.030377418,NA
20,Female,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,605.5601431,42,2,0,NA,0.289891154,-0.078266695,NA
39,Female,Health and welfare,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,0.586572349,0.222752243,0.009295326
57,Female,General programmes,Employed,A fixed term contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",780,23,2,1,3,-0.511201441,-0.244386628,-2.303988934
49,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,13,Neither parent has attained upper secondary,1748.251748,66,1,1,2,0.297977686,0.866245329,0.044210833
46,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,40,1,1,2,-0.370610952,-0.102599874,0.933479726
16,Female,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,-0.153644621,-1.369686365,-0.087238662
61,Female,General programmes,Employed,An indefinite contract,Satisfied,12,NA,1384.615385,40,1,1,3,-1.889704108,-1.718174458,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Female,Teacher training and education science,Employed,NA,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,NA,3,1,2,-0.986768305,-1.234391928,NA
46,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,3,1,2,0.54984653,0.233044073,0.075779401
45,Female,Services,Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,3,1,2,0.460040927,0.55857724,NA
38,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,9,At least one parent has attained tertiary,1179.146287,50,1,NA,NA,-0.570997834,-0.546912193,-0.261177301
39,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Dissatisfied,18,At least one parent has attained tertiary,2404.624277,50,1,1,3,0.82394141,0.828658581,0.516664028
29,Male,General programmes,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1123.647547,60,1,NA,NA,0.651703656,0.885834396,NA
42,Female,Health and welfare,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",616.5703276,45,1,0,1,0.751721561,0.474351138,NA
32,Female,Teacher training and education science,Employed,An indefinite contract,Dissatisfied,12,Neither parent has attained upper secondary,4335.260116,8,1,0,NA,-0.114488088,-0.546553135,0.31113264
38,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,NA,50,1,1,2,-0.054613754,0.15555498,0.235311583
34,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1976.024432,38,1,0,NA,1.151080966,0.599149942,1.489592671
61,Female,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,12,At least one parent has attained tertiary,1155.751763,35,1,1,NA,-0.979804516,-0.91349411,-3.230842352
52,Female,Health and welfare,Employed,A fixed term contract,Satisfied,16,At least one parent has attained tertiary,2764.423077,40,1,1,3,1.452545643,1.81090951,0.875262558
43,Male,NA,Employed,An indefinite contract,Satisfied,9,Neither parent has attained upper secondary,2403.846154,40,1,1,2,-0.829292536,-1.165035844,NA
63,Male,NA,Employed,NA,Dissatisfied,9,Neither parent has attained upper secondary,NA,56,1,1,2,-2.349124193,-2.226011276,NA
32,Female,Services,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,900,15,2,1,2,0.14001596,-0.611218154,NA
17,Male,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,-0.38408348,-0.55292505,0.031649254
33,Female,Teacher training and education science,Employed,A fixed term contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1156.069364,38,1,1,2,1.115473747,0.22985056,-0.158000812
46,Female,NA,Employed,A fixed term contract,Neither satisfied nor dissatisfied,9,Neither parent has attained upper secondary,970,40,2,0,4,-0.727542698,-1.075564623,NA
30,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,1000,45,2,NA,NA,1.393705368,0.546152353,NA
59,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,757.6923077,30,2,0,2,-0.008290705,0.02889655,NA
61,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,1,-1.036754608,-0.643901765,NA
23,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Dissatisfied,16,At least one parent has attained tertiary,905.3706409,70,1,0,NA,0.983625054,1.560876369,0.60753423
52,Female,Teacher training and education science,Employed,A fixed term contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",897.4358974,21,2,1,5,-1.30048728,-0.776205659,-2.068442583
